Zip,City,State,Latitude,Longitude,Latitude Radians,Longitude Radians,Timezone,Daylight savings time flag,geopoint
99546,Adak,AK,51.87957,-176.63675,0.905469311,-3.082892868,-10,1,"51.87957, -176.63675"
99551,Akiachak,AK,60.88981,-161.42393,1.062727665,-2.81737907,-9,1,"60.88981, -161.42393"
99552,Akiak,AK,60.911865,-161.22577,1.063112598,-2.813920526,-9,1,"60.911865, -161.22577"
99553,Akutan,AK,54.098693,-165.88176,0.944200314,-2.895182881,-9,1,"54.098693, -165.88176"
99554,Alakanuk,AK,62.683391,-164.65455,1.094031559,-2.873764026,-9,1,"62.683391, -164.65455"
99555,Aleknagik,AK,59.269535,-158.62458,1.034448532,-2.768521196,-9,1,"59.269535, -158.62458"
99720,Allakaket,AK,66.557586,-152.6559,1.161649018,-2.664348078,-9,1,"66.557586, -152.6559"
99786,Ambler,AK,67.083658,-157.86225,1.170830706,-2.755216027,-9,1,"67.083658, -157.86225"
99721,Anaktuvuk Pass,AK,68.148216,-151.72854,1.189410749,-2.648162592,-9,1,"68.148216, -151.72854"
99556,Anchor Point,AK,59.798363,-151.73566,1.043678322,-2.64828686,-9,1,"59.798363, -151.73566"
99514,Anchorage,AK,61.108864,-149.440311,1.066550879,-2.608225462,-9,1,"61.108864, -149.440311"
99520,Anchorage,AK,61.108864,-149.440311,1.066550879,-2.608225462,-9,1,"61.108864, -149.440311"
99522,Anchorage,AK,61.108864,-149.440311,1.066550879,-2.608225462,-9,1,"61.108864, -149.440311"
99519,Anchorage,AK,61.108864,-149.440311,1.066550879,-2.608225462,-9,1,"61.108864, -149.440311"
99521,Anchorage,AK,61.108864,-149.440311,1.066550879,-2.608225462,-9,1,"61.108864, -149.440311"
99523,Anchorage,AK,61.108864,-149.440311,1.066550879,-2.608225462,-9,1,"61.108864, -149.440311"
99524,Anchorage,AK,61.108864,-149.440311,1.066550879,-2.608225462,-9,1,"61.108864, -149.440311"
99509,Anchorage,AK,61.108864,-149.440311,1.066550879,-2.608225462,-9,1,"61.108864, -149.440311"
99504,Anchorage,AK,61.204466,-149.74633,1.068219449,-2.613566501,-9,1,"61.204466, -149.74633"
99516,Anchorage,AK,61.101142,-149.77311,1.066416105,-2.6140339,-9,1,"61.101142, -149.77311"
99512,Anchorage,AK,61.203954,-149.808426,1.068210513,-2.614650281,-9,1,"61.203954, -149.808426"
99508,Anchorage,AK,61.203953,-149.8144,1.068210495,-2.614754547,-9,1,"61.203953, -149.8144"
99511,Anchorage,AK,61.068324,-149.800476,1.065843322,-2.614511527,-9,1,"61.068324, -149.800476"
99507,Anchorage,AK,61.154834,-149.82865,1.067353207,-2.615003256,-9,1,"61.154834, -149.82865"
99501,Anchorage,AK,61.216799,-149.87828,1.0684347,-2.615869463,-9,1,"61.216799, -149.87828"
99513,Anchorage,AK,61.214877,-149.88617,1.068401155,-2.61600717,-9,1,"61.214877, -149.88617"
99599,Anchorage,AK,61.187188,-149.880393,1.067917891,-2.615906342,-9,1,"61.187188, -149.880393"
99510,Anchorage,AK,61.144568,-149.878418,1.067174031,-2.615871872,-9,1,"61.144568, -149.878418"
99518,Anchorage,AK,61.156565,-149.88335,1.067383418,-2.615957951,-9,1,"61.156565, -149.88335"
99503,Anchorage,AK,61.19026,-149.89341,1.067971507,-2.616133532,-9,1,"61.19026, -149.89341"
99515,Anchorage,AK,61.122943,-149.88852,1.066796604,-2.616048185,-9,1,"61.122943, -149.88852"
99517,Anchorage,AK,61.188276,-149.93438,1.06793688,-2.616848593,-9,1,"61.188276, -149.93438"
99502,Anchorage,AK,61.153693,-149.95932,1.067333293,-2.617283878,-9,1,"61.153693, -149.95932"
99695,Anchorage,AK,61.402544,-150.57485,1.071676562,-2.628026903,-9,1,"61.402544, -150.57485"
99744,Anderson,AK,64.349263,-149.19265,1.123106511,-2.603902962,-9,1,"64.349263, -149.19265"
99820,Angoon,AK,57.48765,-134.57222,1.003348772,-2.348728321,-9,1,"57.48765, -134.57222"
99557,Aniak,AK,61.570981,-158.88072,1.074616342,-2.772991682,-9,1,"61.570981, -158.88072"
99558,Anvik,AK,62.632905,-160.21336,1.093150412,-2.796250638,-9,1,"62.632905, -160.21336"
99722,Arctic Village,AK,68.121828,-145.52768,1.188950191,-2.539937169,-9,1,"68.121828, -145.52768"
99547,Atka,AK,52.227555,-174.19628,0.911542795,-3.040298631,-10,1,"52.227555, -174.19628"
99791,Atqasuk,AK,70.477663,-157.41805,1.230067268,-2.747463275,-9,1,"70.477663, -157.41805"
99821,Auke Bay,AK,58.449413,-134.700348,1.020134703,-2.350964576,-9,1,"58.449413, -134.700348"
99723,Barrow,AK,71.299525,-156.74891,1.244411466,-2.735784578,-9,1,"71.299525, -156.74891"
99724,Beaver,AK,66.359719,-147.39743,1.158195587,-2.572570462,-9,1,"66.359719, -147.39743"
99559,Bethel,AK,60.766603,-161.88006,1.060577298,-2.82534004,-9,1,"60.766603, -161.88006"
99726,Bettles Field,AK,66.917381,-151.50508,1.167928625,-2.644262479,-9,1,"66.917381, -151.50508"
99652,Big Lake,AK,61.556311,-149.89098,1.074360302,-2.61609112,-9,1,"61.556311, -149.89098"
99785,Brevig Mission,AK,65.342744,-166.51023,1.140446025,-2.906151752,-9,1,"65.342744, -166.51023"
99727,Buckland,AK,65.979144,-161.12225,1.1515533,-2.812113761,-9,1,"65.979144, -161.12225"
99729,Cantwell,AK,63.255516,-148.39873,1.104017024,-2.590046444,-9,1,"63.255516, -148.39873"
99730,Central,AK,65.551022,-144.71982,1.144081162,-2.525837352,-9,1,"65.551022, -144.71982"
99788,Chalkyitsik,AK,66.653222,-143.72717,1.163318181,-2.508512341,-9,1,"66.653222, -143.72717"
99561,Chefornak,AK,60.143735,-164.25283,1.0497062,-2.866752689,-9,1,"60.143735, -164.25283"
99563,Chevak,AK,61.527953,-165.57029,1.073865362,-2.889746704,-9,1,"61.527953, -165.57029"
99732,Chicken,AK,64.070738,-141.87489,1.118245332,-2.476183956,-9,1,"64.070738, -141.87489"
99564,Chignik,AK,56.298297,-158.4044,0.982590646,-2.76467833,-9,1,"56.298297, -158.4044"
99565,Chignik Lagoon,AK,56.307535,-158.53502,0.982751879,-2.766958079,-9,1,"56.307535, -158.53502"
99548,Chignik Lake,AK,56.252156,-158.74638,0.981785334,-2.770647007,-9,1,"56.252156, -158.74638"
99566,Chitina,AK,61.555701,-144.14233,1.074349656,-2.51575825,-9,1,"61.555701, -144.14233"
99567,Chugiak,AK,61.413717,-149.42644,1.071871568,-2.607983368,-9,1,"61.413717, -149.42644"
99733,Circle,AK,65.796306,-144.06388,1.148362175,-2.514389039,-9,1,"65.796306, -144.06388"
99568,Clam Gulch,AK,60.23458,-151.3934,1.051291745,-2.642313296,-9,1,"60.23458, -151.3934"
99569,Clarks Point,AK,58.83256,-158.55254,1.026821879,-2.76726386,-9,1,"58.83256, -158.55254"
99704,Clear,AK,64.289856,-149.17778,1.122069663,-2.603643432,-9,1,"64.289856, -149.17778"
99918,Coffman Cove,AK,56.009124,-132.82018,0.977543625,-2.318149454,-9,1,"56.009124, -132.82018"
99571,Cold Bay,AK,55.315003,-162.634,0.965428928,-2.838498776,-9,1,"55.315003, -162.634"
99572,Cooper Landing,AK,60.484146,-149.78153,1.055647493,-2.614180857,-9,1,"60.484146, -149.78153"
99573,Copper Center,AK,61.832347,-145.2308,1.079178039,-2.534755635,-9,1,"61.832347, -145.2308"
99574,Cordova,AK,60.474512,-145.40256,1.055479348,-2.537753413,-9,1,"60.474512, -145.40256"
99921,Craig,AK,55.456449,-133.02648,0.967897627,-2.321750068,-9,1,"55.456449, -133.02648"
99575,Crooked Creek,AK,61.859821,-158.12888,1.079657551,-2.759869598,-9,1,"61.859821, -158.12888"
99736,Deering,AK,66.075713,-162.71822,1.153238747,-2.839968692,-9,1,"66.075713, -162.71822"
99737,Delta Junction,AK,63.978355,-145.4623,1.116632945,-2.538796073,-9,1,"63.978355, -145.4623"
99755,Denali National Park,AK,63.657441,-148.83396,1.111031939,-2.597642641,-9,1,"63.657441, -148.83396"
99576,Dillingham,AK,59.068709,-158.44407,1.030943457,-2.765370702,-9,1,"59.068709, -158.44407"
99824,Douglas,AK,58.276192,-134.39781,1.017111426,-2.345684292,-9,1,"58.276192, -134.39781"
99692,Dutch Harbor,AK,53.883729,-166.5485,0.940448484,-2.906819689,-10,1,"53.883729, -166.5485"
99738,Eagle,AK,64.778099,-141.19257,1.130591111,-2.464275226,-9,1,"64.778099, -141.19257"
99577,Eagle River,AK,61.310222,-149.51689,1.070065239,-2.609562018,-9,1,"61.310222, -149.51689"
99578,Eek,AK,60.214239,-162.03799,1.050936727,-2.828096439,-9,1,"60.214239, -162.03799"
99579,Egegik,AK,58.217621,-157.34841,1.016089169,-2.746247827,-9,1,"58.217621, -157.34841"
99702,Eielson AFB,AK,64.661627,-147.02121,1.128558291,-2.566004185,-9,1,"64.661627, -147.02121"
99580,Ekwok,AK,59.360233,-157.4838,1.036031511,-2.748610829,-9,1,"59.360233, -157.4838"
99825,Elfin Cove,AK,58.068878,-136.27833,1.013493114,-2.378505558,-9,1,"58.068878, -136.27833"
99739,Elim,AK,64.620513,-162.27718,1.127840716,-2.832271092,-9,1,"64.620513, -162.27718"
99506,Elmendorf AFB,AK,61.224384,-149.77461,1.068567083,-2.61406008,-9,1,"61.224384, -149.77461"
99581,Emmonak,AK,62.729019,-164.29917,1.094827918,-2.867561475,-9,1,"62.729019, -164.29917"
99725,Ester,AK,64.842326,-148.02197,1.131712083,-2.583470742,-9,1,"64.842326, -148.02197"
99790,Fairbanks,AK,64.856055,-146.27598,1.1319517,-2.552997468,-9,1,"64.856055, -146.27598"
99711,Fairbanks,AK,64.826445,-147.38884,1.131434908,-2.572420539,-9,1,"64.826445, -147.38884"
99707,Fairbanks,AK,64.699839,-147.405134,1.129225216,-2.572704923,-9,1,"64.699839, -147.405134"
99712,Fairbanks,AK,64.926041,-147.49573,1.133173186,-2.574286121,-9,1,"64.926041, -147.49573"
99710,Fairbanks,AK,64.948648,-147.535549,1.133567752,-2.574981094,-9,1,"64.948648, -147.535549"
99701,Fairbanks,AK,64.83507,-147.72045,1.131585442,-2.578208225,-9,1,"64.83507, -147.72045"
99775,Fairbanks,AK,64.860846,-147.82681,1.132035318,-2.580064557,-9,1,"64.860846, -147.82681"
99708,Fairbanks,AK,64.947462,-147.856443,1.133547053,-2.580581751,-9,1,"64.947462, -147.856443"
99709,Fairbanks,AK,64.854937,-147.87406,1.131932187,-2.580889225,-9,1,"64.854937, -147.87406"
99706,Fairbanks,AK,64.852055,-147.937747,1.131881886,-2.582000773,-9,1,"64.852055, -147.937747"
99583,False Pass,AK,54.849999,-163.42011,0.957313077,-2.852218983,-9,1,"54.849999, -163.42011"
99584,Flat,AK,65.226375,-151.025085,1.138415003,-2.635884986,-9,1,"65.226375, -151.025085"
99505,Fort Richardson,AK,61.261518,-149.66336,1.069215194,-2.612118402,-9,1,"61.261518, -149.66336"
99703,Fort Wainwright,AK,64.827164,-147.6265,1.131447457,-2.576568488,-9,1,"64.827164, -147.6265"
99740,Fort Yukon,AK,66.566652,-145.28231,1.161807249,-2.535654654,-9,1,"66.566652, -145.28231"
99699,Funny River,AK,60.516935,-150.719924,1.056219769,-2.630558922,-9,1,"60.516935, -150.719924"
99586,Gakona,AK,62.667589,-144.49059,1.093755762,-2.521836534,-9,1,"62.667589, -144.49059"
99741,Galena,AK,64.739082,-156.89456,1.129910136,-2.73832665,-9,1,"64.739082, -156.89456"
99742,Gambell,AK,63.776098,-171.70088,1.113102894,-2.996745685,-9,1,"63.776098, -171.70088"
99587,Girdwood,AK,60.952049,-149.0838,1.063813941,-2.602003171,-9,1,"60.952049, -149.0838"
99588,Glennallen,AK,62.12042,-145.58592,1.084205862,-2.540953649,-9,1,"62.12042, -145.58592"
99589,Goodnews Bay,AK,59.125873,-161.59999,1.031941157,-2.820451897,-9,1,"59.125873, -161.59999"
99590,Grayling,AK,62.90813,-160.06675,1.097953995,-2.79369181,-9,1,"62.90813, -160.06675"
99826,Gustavus,AK,58.434052,-135.73088,1.019866603,-2.368950753,-9,1,"58.434052, -135.73088"
99827,Haines,AK,59.279037,-135.6122,1.034614373,-2.366879396,-9,1,"59.279037, -135.6122"
99743,Healy,AK,64.010218,-149.10712,1.117189059,-2.602410182,-9,1,"64.010218, -149.10712"
99602,Holy Cross,AK,62.198048,-159.77341,1.085560726,-2.788572062,-9,1,"62.198048, -159.77341"
99603,Homer,AK,59.665074,-151.4493,1.04135199,-2.643288935,-9,1,"59.665074, -151.4493"
99829,Hoonah,AK,58.109608,-135.43154,1.014203987,-2.363726284,-9,1,"58.109608, -135.43154"
99604,Hooper Bay,AK,61.52898,-166.09619,1.073883286,-2.898925391,-9,1,"61.52898, -166.09619"
99605,Hope,AK,60.911003,-149.62708,1.063097553,-2.611485196,-9,1,"60.911003, -149.62708"
99694,Houston,AK,61.629635,-149.79507,1.075640048,-2.614417175,-9,1,"61.629635, -149.79507"
99745,Hughes,AK,66.044094,-154.25703,1.152686892,-2.692293068,-9,1,"66.044094, -154.25703"
99746,Huslia,AK,65.701858,-156.38713,1.146713747,-2.729470326,-9,1,"65.701858, -156.38713"
99922,Hydaburg,AK,55.209339,-132.82545,0.963584743,-2.318241433,-9,1,"55.209339, -132.82545"
99923,Hyder,AK,55.941442,-130.0545,0.976362351,-2.269879232,-9,1,"55.941442, -130.0545"
99606,Iliamna,AK,59.748806,-154.8124,1.042813389,-2.701986103,-9,1,"59.748806, -154.8124"
99540,Indian,AK,60.973454,-149.4583,1.064187529,-2.608539429,-9,1,"60.973454, -149.4583"
99811,Juneau,AK,58.38348,-134.197786,1.018983955,-2.342193215,-9,1,"58.38348, -134.197786"
99801,Juneau,AK,58.358599,-134.54749,1.018549699,-2.348296701,-9,1,"58.358599, -134.54749"
99802,Juneau,AK,58.405657,-134.58969,1.019371016,-2.34903323,-9,1,"58.405657, -134.58969"
99803,Juneau,AK,58.377074,-134.617383,1.018872149,-2.349516564,-9,1,"58.377074, -134.617383"
99850,Juneau,AK,58.411303,-135.40874,1.019469558,-2.363328349,-9,1,"58.411303, -135.40874"
99830,Kake,AK,56.975011,-133.9323,0.994401533,-2.33755961,-9,1,"56.975011, -133.9323"
99747,Kaktovik,AK,70.13346,-143.62436,1.224059793,-2.506717968,-9,1,"70.13346, -143.62436"
99607,Kalskag,AK,61.535511,-160.30165,1.073997274,-2.797791589,-9,1,"61.535511, -160.30165"
99748,Kaltag,AK,64.324887,-158.73204,1.122681069,-2.770396726,-9,1,"64.324887, -158.73204"
99608,Karluk,AK,57.578081,-154.36255,1.00492709,-2.694134739,-9,1,"57.578081, -154.36255"
99609,Kasigluk,AK,60.873178,-162.5196,1.062437382,-2.836502119,-9,1,"60.873178, -162.5196"
99610,Kasilof,AK,60.318451,-151.28948,1.05275557,-2.64049955,-9,1,"60.318451, -151.28948"
99611,Kenai,AK,60.587598,-151.23355,1.057453071,-2.639523387,-9,1,"60.587598, -151.23355"
99950,Ketchikan,AK,55.875767,-131.46633,0.975216106,-2.294520314,-9,1,"55.875767, -131.46633"
99901,Ketchikan,AK,55.368644,-131.6762,0.96636514,-2.298183237,-9,1,"55.368644, -131.6762"
99749,Kiana,AK,66.97172,-160.43016,1.16887702,-2.800034512,-9,1,"66.97172, -160.43016"
99612,King Cove,AK,55.063736,-162.3124,0.961043492,-2.832885797,-9,1,"55.063736, -162.3124"
99613,King Salmon,AK,58.687446,-156.64007,1.024289162,-2.733884962,-9,1,"58.687446, -156.64007"
99614,Kipnuk,AK,59.937619,-164.04392,1.046108797,-2.863106522,-9,1,"59.937619, -164.04392"
99750,Kivalina,AK,67.733313,-164.54522,1.182169325,-2.871855857,-9,1,"67.733313, -164.54522"
99925,Klawock,AK,55.555164,-133.07316,0.969620528,-2.322564788,-9,1,"55.555164, -133.07316"
99751,Kobuk,AK,66.908604,-156.88828,1.167775438,-2.738217044,-9,1,"66.908604, -156.88828"
99615,Kodiak,AK,57.74663,-152.51142,1.007868825,-2.661826426,-9,1,"57.74663, -152.51142"
99697,Kodiak,AK,57.564289,-153.40755,1.004686375,-2.677466845,-9,1,"57.564289, -153.40755"
99619,Kodiak,AK,58.268704,-155.797078,1.016980736,-2.719171976,-9,1,"58.268704, -155.797078"
99620,Kotlik,AK,62.945434,-163.76142,1.098605072,-2.858175967,-9,1,"62.945434, -163.76142"
99752,Kotzebue,AK,66.897192,-162.58544,1.167576261,-2.837651244,-9,1,"66.897192, -162.58544"
99753,Koyuk,AK,64.932225,-161.15597,1.133281117,-2.812702286,-9,1,"64.932225, -161.15597"
99754,Koyukuk,AK,64.881745,-157.70439,1.132400075,-2.75246085,-9,1,"64.881745, -157.70439"
99621,Kwethluk,AK,60.810509,-161.4219,1.061343602,-2.81734364,-9,1,"60.810509, -161.4219"
99622,Kwigillingok,AK,59.870295,-163.16752,1.044933772,-2.847810456,-9,1,"59.870295, -163.16752"
99757,Lake Minchumina,AK,63.893902,-152.30201,1.115158962,-2.658171532,-9,1,"63.893902, -152.30201"
99624,Larsen Bay,AK,57.529161,-154.00286,1.004073275,-2.687856964,-9,1,"57.529161, -154.00286"
99625,Levelock,AK,59.116273,-156.84802,1.031773605,-2.737514374,-9,1,"59.116273, -156.84802"
99626,Lower Kalskag,AK,61.518175,-160.37019,1.073694704,-2.798987838,-9,1,"61.518175, -160.37019"
99756,Manley Hot Springs,AK,65.021337,-150.50318,1.134836415,-2.626776026,-9,1,"65.021337, -150.50318"
99628,Manokotak,AK,58.981087,-159.0558,1.029414165,-2.776047404,-9,1,"58.981087, -159.0558"
99585,Marshall,AK,61.878073,-162.08481,1.079976109,-2.828913602,-9,1,"61.878073, -162.08481"
99627,McGrath,AK,62.94914,-155.57265,1.098669754,-2.715254969,-9,1,"62.94914, -155.57265"
99630,Mekoryuk,AK,60.364246,-166.28601,1.053554843,-2.902238375,-9,1,"60.364246, -166.28601"
99926,Metlakatla,AK,55.123897,-131.56883,0.962093499,-2.296309276,-9,1,"55.123897, -131.56883"
99903,Meyers Chuck,AK,55.742045,-132.25002,0.972882217,-2.308198285,-9,1,"55.742045, -132.25002"
99758,Minto,AK,65.152583,-149.39156,1.13712709,-2.607374597,-9,1,"65.152583, -149.39156"
99631,Moose Pass,AK,60.499602,-149.40247,1.055917251,-2.607565012,-9,1,"60.499602, -149.40247"
99632,Mountain Village,AK,62.090075,-163.72393,1.083676242,-2.857521643,-9,1,"62.090075, -163.72393"
99633,Naknek,AK,58.745436,-156.95331,1.025301279,-2.739352031,-9,1,"58.745436, -156.95331"
99634,Napakiak,AK,60.695049,-161.9909,1.059328445,-2.827274563,-9,1,"60.695049, -161.9909"
99760,Nenana,AK,64.560888,-149.07674,1.126800064,-2.601879951,-9,1,"64.560888, -149.07674"
99636,New Stuyahok,AK,59.452339,-157.31368,1.037639064,-2.745641674,-9,1,"59.452339, -157.31368"
99690,Nightmute,AK,60.527618,-164.81976,1.056406222,-2.876647484,-9,1,"60.527618, -164.81976"
99635,Nikiski,AK,60.784804,-151.06473,1.060894965,-2.636576922,-9,1,"60.784804, -151.06473"
99691,Nikolai,AK,62.999213,-154.41957,1.099543693,-2.695129926,-9,1,"62.999213, -154.41957"
99638,Nikolski,AK,52.785684,-169.19469,0.921283984,-2.953004417,-10,1,"52.785684, -169.19469"
99639,Ninilchik,AK,59.992821,-151.54194,1.047072254,-2.644905808,-9,1,"59.992821, -151.54194"
99761,Noatak,AK,67.572031,-162.97508,1.179354423,-2.844451745,-9,1,"67.572031, -162.97508"
99762,Nome,AK,64.532616,-165.10883,1.126306624,-2.881692708,-9,1,"64.532616, -165.10883"
99640,Nondalton,AK,59.971286,-154.85008,1.046696397,-2.702643743,-9,1,"59.971286, -154.85008"
99763,Noorvik,AK,66.83713,-161.03664,1.166527981,-2.810619584,-9,1,"66.83713, -161.03664"
99705,North Pole,AK,64.777233,-147.3649,1.130575996,-2.572002707,-9,1,"64.777233, -147.3649"
99764,Northway,AK,62.980725,-141.82852,1.099221017,-2.475374647,-9,1,"62.980725, -141.82852"
99789,Nuiqsut,AK,70.215197,-151.02746,1.225486373,-2.635926438,-9,1,"70.215197, -151.02746"
99765,Nulato,AK,64.730035,-158.11178,1.129752236,-2.759571147,-9,1,"64.730035, -158.11178"
99641,Nunapitchuk,AK,60.898967,-162.43712,1.062887485,-2.835062571,-9,1,"60.898967, -162.43712"
99643,Old Harbor,AK,57.19926,-153.30438,0.998315417,-2.675666189,-9,1,"57.19926, -153.30438"
99644,Ouzinkie,AK,57.929664,-152.46085,1.011063371,-2.660943813,-9,1,"57.929664, -152.46085"
99645,Palmer,AK,61.598203,-149.04109,1.075091456,-2.601257741,-9,1,"61.598203, -149.04109"
99646,Palmer,AK,61.586896,-149.094699,1.074894111,-2.602193395,-9,1,"61.586896, -149.094699"
99647,Pedro Bay,AK,59.781241,-154.10833,1.043379486,-2.689697763,-9,1,"59.781241, -154.10833"
99832,Pelican,AK,57.959709,-136.22032,1.011587756,-2.377493092,-9,1,"57.959709, -136.22032"
99648,Perryville,AK,55.91076,-159.15591,0.975826849,-2.777794654,-9,1,"55.91076, -159.15591"
99833,Petersburg,AK,56.784206,-132.97354,0.991071358,-2.320826091,-9,1,"56.784206, -132.97354"
99649,Pilot Point,AK,57.508178,-157.39907,1.003707053,-2.747132011,-9,1,"57.508178, -157.39907"
99650,Pilot Station,AK,61.93605,-162.8834,1.080987998,-2.842851627,-9,1,"61.93605, -162.8834"
99651,Platinum,AK,59.00689,-161.81529,1.029864512,-2.824209591,-9,1,"59.00689, -161.81529"
99927,Point Baker,AK,56.337957,-133.60689,0.983282843,-2.331880134,-9,1,"56.337957, -133.60689"
99766,Point Hope,AK,68.347052,-166.76291,1.192881091,-2.91056185,-9,1,"68.347052, -166.76291"
99759,Point Lay,AK,69.741023,-163.00861,1.217210475,-2.845036954,-9,1,"69.741023, -163.00861"
99836,Port Alexander,AK,56.53595,-132.827948,0.986738473,-2.318285031,-9,1,"56.53595, -132.827948"
99653,Port Alsworth,AK,60.102331,-154.55708,1.048983564,-2.697529928,-9,1,"60.102331, -154.55708"
99549,Port Heiden,AK,56.946256,-158.62832,0.993899664,-2.768586471,-9,1,"56.946256, -158.62832"
99550,Port Lions,AK,57.867089,-152.88568,1.009971232,-2.668358495,-9,1,"57.867089, -152.88568"
99734,Prudhoe Bay,AK,66.693255,-153.993988,1.164016889,-2.687702119,-9,1,"66.693255, -153.993988"
99655,Quinhagak,AK,59.754016,-161.90079,1.04290432,-2.825701847,-9,1,"59.754016, -161.90079"
99767,Rampart,AK,65.507883,-150.1636,1.143328244,-2.620849237,-9,1,"65.507883, -150.1636"
99656,Red Devil,AK,61.810587,-157.3437,1.078798256,-2.746165622,-9,1,"61.810587, -157.3437"
99768,Ruby,AK,64.737306,-155.48769,1.129879139,-2.713772137,-9,1,"64.737306, -155.48769"
99657,Russian Mission,AK,61.785228,-161.36476,1.078355658,-2.816346359,-9,1,"61.785228, -161.36476"
99591,Saint George Island,AK,56.605546,-169.55958,0.987953153,-2.959372949,-10,1,"56.605546, -169.55958"
99658,Saint Marys,AK,62.048263,-163.1937,1.082946484,-2.848267384,-9,1,"62.048263, -163.1937"
99659,Saint Michael,AK,63.477448,-162.03841,1.107890468,-2.828103769,-9,1,"63.477448, -162.03841"
99660,Saint Paul Island,AK,57.130894,-170.27203,0.997122205,-2.971807548,-10,1,"57.130894, -170.27203"
99714,Salcha,AK,64.464105,-146.91648,1.125110882,-2.564176301,-9,1,"64.464105, -146.91648"
99661,Sand Point,AK,55.311735,-160.48813,0.965371891,-2.801046279,-9,1,"55.311735, -160.48813"
99769,Savoonga,AK,63.686038,-170.4087,1.111531051,-2.974192889,-9,1,"63.686038, -170.4087"
99662,Scammon Bay,AK,61.783788,-165.53972,1.078330525,-2.889213157,-9,1,"61.783788, -165.53972"
99770,Selawik,AK,66.597998,-160.01772,1.16235434,-2.792836076,-9,1,"66.597998, -160.01772"
99663,Seldovia,AK,59.422698,-151.71513,1.037121731,-2.647928544,-9,1,"59.422698, -151.71513"
99664,Seward,AK,60.151652,-149.41271,1.049844378,-2.607743734,-9,1,"60.151652, -149.41271"
99665,Shageluk,AK,62.655998,-159.53113,1.093553461,-2.784343478,-9,1,"62.655998, -159.53113"
99771,Shaktoolik,AK,64.343258,-161.16785,1.123001704,-2.812909631,-9,1,"64.343258, -161.16785"
99666,Sheldon Point,AK,62.495675,-164.97188,1.090755297,-2.879302479,-9,1,"62.495675, -164.97188"
99772,Shishmaref,AK,66.259417,-165.73202,1.156444987,-2.892569425,-9,1,"66.259417, -165.73202"
99773,Shungnak,AK,66.887401,-157.14287,1.167405376,-2.742660478,-9,1,"66.887401, -157.14287"
99835,Sitka,AK,57.064376,-135.3227,0.995961247,-2.361826668,-9,1,"57.064376, -135.3227"
99840,Skagway,AK,59.465159,-135.31355,1.037862815,-2.36166697,-9,1,"59.465159, -135.31355"
99667,Skwentna,AK,61.898872,-151.51587,1.08033912,-2.644450801,-9,1,"61.898872, -151.51587"
99668,Sleetmute,AK,61.683931,-157.15202,1.076587692,-2.742820175,-9,1,"61.683931, -157.15202"
99669,Soldotna,AK,60.489536,-151.02091,1.055741566,-2.635812119,-9,1,"60.489536, -151.02091"
99670,South Naknek,AK,58.71163,-157.01746,1.024711253,-2.74047166,-9,1,"58.71163, -157.01746"
99671,Stebbins,AK,63.511893,-162.27463,1.108491647,-2.832226586,-9,1,"63.511893, -162.27463"
99672,Sterling,AK,60.532394,-150.74033,1.056489579,-2.630915074,-9,1,"60.532394, -150.74033"
99774,Stevens Village,AK,66.005296,-149.10303,1.152009739,-2.602338798,-9,1,"66.005296, -149.10303"
99674,Sutton,AK,61.751348,-148.69632,1.07776434,-2.59524037,-9,1,"61.751348, -148.69632"
99675,Takotna,AK,62.969642,-156.10264,1.099027582,-2.724505039,-9,1,"62.969642, -156.10264"
99676,Talkeetna,AK,62.298254,-149.87542,1.087309651,-2.615819547,-9,1,"62.298254, -149.87542"
99776,Tanacross,AK,63.376206,-143.35699,1.106123462,-2.502051481,-9,1,"63.376206, -143.35699"
99777,Tanana,AK,65.172029,-152.08258,1.137466486,-2.654341756,-9,1,"65.172029, -152.08258"
99677,Tatitlek,AK,60.863764,-146.68013,1.062273077,-2.560051216,-9,1,"60.863764, -146.68013"
99778,Teller,AK,65.250432,-166.35474,1.138834877,-2.903437939,-9,1,"65.250432, -166.35474"
99841,Tenakee Springs,AK,57.777622,-135.20777,1.008409738,-2.359820761,-9,1,"57.777622, -135.20777"
99779,Tetlin,AK,63.135294,-142.5323,1.101918755,-2.487657925,-9,1,"63.135294, -142.5323"
99919,Thorne Bay,AK,55.677232,-132.55624,0.971751017,-2.313542832,-9,1,"55.677232, -132.55624"
99678,Togiak,AK,59.101934,-160.50353,1.031523343,-2.80131506,-9,1,"59.101934, -160.50353"
99780,Tok,AK,63.341767,-142.93704,1.105522388,-2.494721971,-9,1,"63.341767, -142.93704"
99637,Toksook Bay,AK,60.532936,-165.10529,1.056499039,-2.881630923,-9,1,"60.532936, -165.10529"
99683,Trapper Creek,AK,62.415294,-150.37044,1.089352384,-2.624459276,-9,1,"62.415294, -150.37044"
99679,Tuluksak,AK,61.102912,-160.96325,1.066446997,-2.809338687,-9,1,"61.102912, -160.96325"
99680,Tuntutuliak,AK,60.343879,-162.66587,1.053199372,-2.839055012,-9,1,"60.343879, -162.66587"
99681,Tununak,AK,60.582127,-165.25645,1.057357584,-2.884269163,-9,1,"60.582127, -165.25645"
99716,Two Rivers,AK,64.874591,-146.898195,1.132275214,-2.563857168,-9,1,"64.874591, -146.898195"
99682,Tyonek,AK,61.067777,-151.14169,1.065833776,-2.637920128,-9,1,"61.067777, -151.14169"
